X1	X2	Y
0.4660337719243167	0.8099596326800603	False
0.2563760259319155	-0.31540670540645194	False
-1.7715825409123902	0.4409013203125331	True
-0.13535314933497847	-1.3859065919779894	True
1.952686539544284	-0.5011129091282458	True
0.04800952334763767	0.03680281623423122	False
-0.7714872953016918	-1.4747328570504536	True
-0.3278988344016027	1.826089409518106	False
0.14738156360475776	-0.02386464416183406	False
0.5234722425884426	0.11491374319155137	False
0.31320155163288393	-0.2188958161827569	False
1.744419703397043	-0.7576031810486225	True
1.0522981332842685	-1.6519840885941555	True
-0.849417968631612	1.25447541420182	False
-0.5850708145078686	-1.7411344311389294	True
-1.647956404408318	1.0883561228636407	True
-0.45460941569935115	-0.7927793056804143	False
-0.23306399680433704	0.6964468437447816	False
0.2983145153205568	-0.9816988315747811	False
0.7670445304643115	-0.9681677741346305	False
-0.30426422151829924	0.2065761352103519	False
0.30143900319475087	-1.0321953262639354	True
-0.9252693443189663	1.3266576882830634	False
-0.5733449184445852	1.2532046755835937	False
1.8762816045222899	1.2129864299412014	True
0.8565376630310597	1.4235937576081936	False
-1.1801795502912926	1.094019741454597	False
0.22288169382327724	0.5336727410779876	False
-0.29191228138553327	-1.6459484274948593	True
0.8462969568030655	1.1524422960917047	False
-0.9749962356139131	-0.13621043794425786	True
0.30648037323498417	-0.9892631643697716	True
-1.3444195789504148	1.3789224575684011	False
1.2974610753542555	-0.02938674672538596	True
-0.20519385721348135	-1.5007606943365492	True
-1.7986515312713567	1.3998353100441745	False
0.8409039151445443	-1.5365566597756932	True
1.5964037112286615	0.9508082006165842	True
-0.15828215675031296	-1.5939120722239015	True
0.04526178152596874	-1.5705725234376664	True
-0.30253728930759316	-1.669846166872574	True
-0.038590331782923974	0.3958026558383739	False
-1.3946613579846023	0.694815769549549	False
-1.7220696341671302	1.4038155134501473	False
0.09878051161890099	1.063171362173878	False
-0.8145350270630841	0.05978640924354967	False
-0.47196609022650804	0.029367588649713262	False
-0.18509722983182625	-0.39904342460776954	False
-0.7372942747294281	0.05950399908593912	False
-0.6875215265836376	1.3268480841750907	False
1.8522525081427021	0.7011396127898237	True
1.0670664734733468	-1.8349886615704436	True
-0.03032557373739756	1.1082601762984752	False
0.16666826959130138	-1.01239397068932	True
-0.3852152889682296	-1.1966143832559997	True
1.0700265900445993	-0.4005079394693936	False
0.5426031789167879	-0.03856134445233904	False
0.395140960331738	-0.6527107294285696	False
1.7222050545359615	-1.3844122258484262	True
-0.32627924195950875	-0.5757614416559519	True
1.5435027296719563	0.10283006888377069	True
-0.8096380682719728	-1.3716699761740323	True
1.280886641584707	-0.8190174942278032	True
0.3128233122963253	-0.07099228225411597	False
-1.309507351640142	-0.14869087598375677	True
-0.1569884955603763	-0.8137890668255968	True
-0.7247149380788622	-1.42915749157155	True
-0.2703127173331065	-1.410033479621756	True
-1.2146537590645763	1.5172965917015484	False
0.2752340901368919	1.6600034645829964	False
0.8556855296542889	-1.0528069072012625	True
0.8600130664898014	1.2882875383090373	False
-0.9838031394086274	0.4419910376531328	True
-1.1007861541830897	1.6312700544276533	False
-0.6144349416309837	-0.8537163423165258	True
-0.41706011218009936	0.14383914386269392	False
-0.7085859930818575	0.5087619750944955	False
0.3271225573223991	1.4301275091699606	False
-1.370247882135739	0.3801845620122243	True
0.7756157266529277	-0.2888345123122438	False
-0.11367855920603272	2.0628516734963696	False
0.5175281353913576	-1.6794144332185306	True
0.36671522486970454	-0.7042496337465776	False
-0.6357503511652273	-0.10420411523249716	False
1.5110014335000164	0.0035090410121700875	True
-0.9009749431972044	0.451326831052803	False
